text,username,timestamp
"For anyone that doesn’t believe money is important let’s crunch some numbers…for someone Staying in conventry ...UK
Nebwofuna visa ...things ain't easy every where .....

This is the CHEAPEST 2 bed house on rightmove within 10 miles of coventry center

So let’s do this for a new https://t.co/CwWed227N9",Proud Musoga💞,Wed May 01 09:05:22 +0000 2024
"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023
"Energy Bills
Council Tax
National Insurance
Stamps
Water Bills
Broadband Charges
The Weekly Shop

All are rising and we are seeing an out of touch government simply failing to support households adequately in this cost of living crisis

#AprilCruelDay https://t.co/HEdoVl42Wg",Vince Maple #ProudToBeMedway,Fri Apr 01 07:14:26 +0000 2022
"@Jeremy_Hunt Brilliant news people of Bramley, you now have access to a basic human necessity that you’ve been paying through the teeth for via your taxes and water bills for the past 30+ years.

Don’t forget to vote.",chriiiisman,Wed Jul 03 17:17:13 +0000 2024
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
"People get very animated about the TV licence but have absolutely no problem paying for car tax, insurance and nct under penalty of imprisonment.
Look at who they have enforcing it.
If you think these people have authority you have already lost.",Spudbrah,Sat Jul 13 19:15:40 +0000 2024
"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
"TV licence 44p per day
Electricity Standing Charge 53p per day
Gas standing charge 30p per day
Council Tax £5.65 per day

So you need to spend £6.92 per day BEFORE you heat your house, turn on the TV or lighting your home or putting bins out.

UK - you are being milked. Rinsed.",freebooting stevie,Mon Dec 04 11:59:34 +0000 2023
"Rent - £1500
Council tax - £150
All Utilities - £350 (3rd party means energy/water usage will go up)
Wifi/Netflix/Prime - £70
Actual Cost of Renting - £2,070

3rd party pays £800, owner of house pays £1,270",Dave,Fri Feb 09 09:37:19 +0000 2024
"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023
"Energy bills, food prices, fuel, rises in National Insurance…but yeah Nadine, you pretend you’re looking after everyone by not asking to pay an extra 7p a week for the TV licence. Fucking idiot.",Paul McDonald,Mon Jan 17 17:37:42 +0000 2022
"TV Licensing seems to prefers prosecuting people to helping them

A single mother from Middlesbrough on benefits, says she didn't realise her TV licence had expired

Sept 5: Doorstep interview. Sets up a new payment plan
Sept 25: Prosecution starts
Oct 10: Convicted and fined https://t.co/3TtioVMV2d",Tristan Kirk,Thu Oct 26 19:43:16 +0000 2023
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
"Will you be paying your bill, even if it goes up by 44%? 

Well yes, because we can’t live without essential services like water &amp; we have no choice but to pay the local water-lord their tax … sorry their bill for their water
 #wato",Paul Murphy 💚,Thu Jul 11 12:28:53 +0000 2024
"So Rees-mogg wants the ""tax"" of the television licence to go, because it is out of date; meaning he &amp; his @Conservatives colleagues never got their own way!
The start of the #CostOfLivingCrises they just froze payment for 2 years!
As always self- serving Tories!",Wildflower,Tue Mar 14 13:15:00 +0000 2023
Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021
"Morning @RishiSunak,

Can you ask @BBC why it is sending @tvlicensing to knock on our doors during a fucking Pandemic? 
People don’t have food to eat or enough for gas &amp; electric but yeah buying a TV license must be our priority...
It makes sense! 

@AndyBurnhamGM 
#EndPovertyNow",💙Catherine A Higgins (Kamara-Taylor),Wed Oct 28 12:12:57 +0000 2020
"Under @NadineDorries plans, 
the average household will save approx £8 a year on their TV license

When the energy cap is lifted,
the average household bill will rise £700+ a year. 

Spare us your fake concern about bailiffs knocking on our doors for non payment of tv license",Boy Found Sound,Mon Jan 17 16:37:02 +0000 2022
"Mortgage 
Council tax 
Water
Gas/electric 
TV Licence 
Phone / Broadband 
Groceries 

If she's got any left over she treats herself to a top in the sale.",Hannah O'Hanrahahanrahan,Thu Feb 13 17:01:55 +0000 2020
"@NIUKCommunity Dartford 
Rent  2 bedroom 1300£
Council tax 120£
Energy 200£
Water 30£
Tv license 15£
Wifi 25£
Groceries 300 family of 3
Entertainment as you wish
Clothing not every month 
Fuel/ Transportation 120£",Adetoun Alawiye,Sun Jul 16 15:42:22 +0000 2023
"@destinysharles Absolutely definitely in our case. 

No council tax, no water rates. Monthly outgoings are a couple of hundred for electric. This time last year we were paying £860 a month rent to a fecking useles landlord! Plus all the bills. Owning our own house has changed our lives. https://t.co/mPDzrBqd0F",Ryder 🇮🇪 🇪🇺,Sun Jul 31 13:04:57 +0000 2022
"There are certain things that should be paid first each month - rent or mortgage and then council tax

Your water cannot be cut off legally - so offer £1 per month if you cannot afford more, same with other bills such as credit cards, loans etc - it's legal to do this if you are",All tories out-blue/red & yellow,Mon Sep 06 12:59:43 +0000 2021
"@Mulkeen @ray_cun @riordan_roisin Exactly the tax stamp duty and every other water, insurance fee and more has been payed for 30-40-50 years and then you have to pay a tax to get that 😂😂😂😂",Cian O'Connor 🔴⚪️,Tue Jul 09 12:22:23 +0000 2024
"It's not just the DVLA:
This is a Skelmersdale woman, constituent of @AshleyDalton_MP

Prosecuted &amp; convicted via SJP for not paying her TV licence

Mental health issues, money woes, skips meals to afford to feed her son.

It sounds like she needed help, not a criminal conviction https://t.co/QoazfPMncI",Tristan Kirk,Wed Jan 10 21:04:39 +0000 2024
"Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile 
Groceries 
Clothing 
Car insurance 
Car Finance 
Black tax 

If she can’t do 50/50, she’s not ready to support her man. 

Nigerian men also need a support system. 

Bills dey choke.",🎙OLUOMO OF DERBY 🇳🇬 🇬🇧,Mon Jan 22 16:31:54 +0000 2024
"In the UK, you must pay for a television license if you’re watching TV at all, even if it’s on a computer or tablet. 

The cost of the license is £159 per year for a colour television and £53.50 for black and white TV set. 

This is per home and not per person, so if you have",🎙OLUOMO OF DERBY 🇳🇬 🇬🇧,Mon Jul 17 13:04:18 +0000 2023
"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023
"Derby:

Rent: £550
Council Tax: £180
Energy: £150
Water: £28
TV license£13.25
Transportation: £150
Wifi/mobile date: £55 (my phone plus wifi at home)
Groceries: £250
Miscellaneous : £150",ARONKIE😍,Sun Jul 16 23:10:48 +0000 2023
"TV licence 44p per day
Electricity Standing Charge 53p per day
Gas standing charge 30p per day
Council Tax £5.65 per day

So you need to spend £6.92 per day BEFORE you heat your house, turn on the TV or lighting your home or putting bins out.

UK - you are being milked. Rinsed.",freebooting stevie,Mon Dec 04 11:59:34 +0000 2023
"4 mortgages to pay, 4 sets of council tax and utility bills, 4 sets of groceries to buy every week, 4 car tanks to fill, 4 road tax to pay, 4 women’s children to pay for and 4 women’s expenses &amp; desires to keep up with but most of these Halal guys still live with their parents 😂",Outsider,Fri Dec 24 07:50:53 +0000 2021
Bought my Laptop. Paid the tax. Paid for Netflix. Paid for Internet connection. Paid the Vat on that too. I also pay for my electricity. Pay the VAT on that too. They think I will pay Tubridy wage too???? Never. I have paid for what I watch already. No interest in fair City ta.,Mal-Paull,Mon Aug 05 09:52:53 +0000 2019
"Derby

Bumped into this one on Osmaston Road for a quick game of document bingo!

No insurance ✅ 
No MOT ✅ 
Expired driving licence ✅ 

#FullHouse #Seized #Reported #Gp2 https://t.co/id1urTGled",Derbyshire Roads Policing Unit,Sun Jul 02 09:25:08 +0000 2023
"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023
"Derby. No insurance, MOT and Tax expired March 2017. Driving licence also expired. #FullHouse #Seized https://t.co/c3Vcy6krv1",Derbyshire Roads Policing Unit,Sun Jan 21 05:41:54 +0000 2018
tv license man at door. said i need to pay. told the spotty prick i dont have a tv. asks whys their a satelight on the roof. told him theres milk in the fridge dont mean the hole cows in their too. gave him a firm but fair push to assert my dominance an sent him on his merry way.,derek,Thu Jan 30 18:42:12 +0000 2020
"‘Electric is really bad, we’re struggling with that at the minute… it’s ridiculous’

GB News reporter @willhollis_tv speaks exclusively to the people of Derby about the rising cost of living.

Watch GB News: Freeview 236, Sky 515, Virgin 626 https://t.co/wldbi6L3qs",GB News,Thu Jan 27 06:39:28 +0000 2022
"🤣🤣🤣🤣🤣🙄

Just had a call from the Housing Office
And guess where I'm going?
In the next street!!
Rent, Council tax, Water, Gas, Electric will
be paid. I am paying everything myself here
Just utter madness..",Duchess Taya of England,Fri Mar 08 16:58:31 +0000 2024
"TWO more vulnerable women prosecuted for non-payment of her TV license fee. One woman w/mental health issues, another a mum w/four children on Universal Credit + struggling to pay existing debts, paying a fine means not feeding her kids.

Thanks to Tristan for reporting these ⬇️",David Challen,Mon Nov 13 11:04:07 +0000 2023
"If anyone is on the bread line.. and having to choose between food or heat…
Don’t resort to stealing from shops as Ash Sarkar promoted..
Let your council know you can no longer pay council tax in full..pay a third of it.
Do the same with utilities.

You won’t be cut off!",Maria,Wed Apr 13 07:53:35 +0000 2022
"* Income tax
* National Insurance contr @9% (Just another word for more tax)
* Road Tax
* Councill Tax
* TV license (Another fancy way of saying TV tax)
*Value added tax (VAT on all the food we buy 
* Student loans with interests

We are being screwed",Mohamud Salhan,Mon Sep 06 09:11:49 +0000 2021
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
"Rent/Mortgage
Gas
Electric
Water 
Council Tax
Home insurance
Depending on where you live service charge 
TV Licence 
Broadband &amp; Phone 
That’s all before you factor in:
Mobile phone 
Food
Car payments 
Repairs and maintenance 
Travel 
Savings  
Gym membership 
🤮🤮🤮🤮",ASHLEIGH LOUISE,Fri Oct 25 12:08:26 +0000 2019
"@Jeremy_Hunt Brilliant news people of Bramley, you now have access to a basic human necessity that you’ve been paying through the teeth for via your taxes and water bills for the past 30+ years.

Don’t forget to vote.",chriiiisman,Wed Jul 03 17:17:13 +0000 2024
"Bills going up in April:

1. Phone and broadband costs
2. Water bills get more expensive
3. Council tax rises
4. TV, car and dental fees rise

- BBC",Dr Dípò Awójídé,Sat Mar 30 11:24:35 +0000 2024
"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019
"WHY PAY LIARS WAGES
IF UNIONISTS WANT TO PAY THEIR WAGES CHARGE ON

BUT EVER INDEPENDENCE SUPPORTER 
MUST MUST STOP PAYING THE WESTMINSTER TV TAX

THEY ARE ROBBING THE POOER IN SCOTS SOCIETY",Robert Mugent,Fri Jul 12 13:56:15 +0000 2024
"official notice from TV Licensing to say we have been passed to Dundee enforcement Division who will arrange a visit , Risk of prosecution , Payment of fixed penalty £1000 . Well just to let you know i am not worried &amp; will still not be re-newing . You must think we all get https://t.co/CDgAIsNNqy",Shona Scottish YES the AYEs have it . Humanity,Thu Jan 07 14:15:40 +0000 2021
Bought my Laptop. Paid the tax. Paid for Netflix. Paid for Internet connection. Paid the Vat on that too. I also pay for my electricity. Pay the VAT on that too. They think I will pay Tubridy wage too???? Never. I have paid for what I watch already. No interest in fair City ta.,Mal-Paull,Mon Aug 05 09:52:53 +0000 2019
This is the main reason they can go fuck with a TV License. I live in Scotland &amp; sick too the back teeth of the sheer desperation from the BritNat media &amp; politicians trying to tell me how to live simply because I want to live in a independent country deciding on our future etc..,The Extremist Mr-Wolf of 🏴󠁧󠁢󠁳󠁣󠁴󠁿 & 🇮🇪,Sat Dec 16 11:05:41 +0000 2023
"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023
"@NIUKCommunity DUNDEE

Rent £450
Council tax £133
Energy £150
Water £0
TV license £0
Transportation £65
Mobile data £10 (sim contract)
Groceries about £120
Entertainment £16",Amidat Temilade Kareem,Sun Jul 16 12:02:24 +0000 2023
"What would make the cost of living easier to bear for you?

Andy in Fife says the BBC licence fee should be scrapped: ""It's basically a tax on watching television"".

@iancollinsuk | #TalkTV https://t.co/zp8kBdVUUR",Talk,Wed Apr 27 14:33:23 +0000 2022
"Drew Hendry's on his feet. ""Westminster bad, free tuition, free prescriptions, child payment, most people pay less tax (£23!), Toarrrrrrrrrries, energy bills up (?), free bus passes!"" Surprisingly, no mention of ferries  or  baby boxes, or indeed being bladdered in Gibraltar. https://t.co/jii0MI8Eq0",FrankLeeBrian,Wed Mar 06 15:11:54 +0000 2024
"Many residents are currently struggling with rising living costs. That’s why it’s important to know what help &amp; support is available now that could benefit you, a relative, friend or neighbour. Our webpage provides links to sources of help and advice. https://t.co/Srnl63a4eR https://t.co/jeXoYPac4l",Dundee City Council,Mon Aug 28 09:42:46 +0000 2023
"I'm so happy that the English tax payer pays for all our free stuff in Scotland. It's great that us Scots live tax free, and that the English subsidise our lavish lifestyle. Getting a 75 inch TV today, a speedboat and a free council house, all paid for by those silly English.",Dundee City Life,Sat Jan 30 14:22:00 +0000 2021
"Many residents are currently struggling with rising living costs. That’s why it’s important to know what help &amp; support is available now that could benefit you, a relative, friend or neighbour. Our webpage provides links to sources of help and advice. https://t.co/Srnl63a4eR https://t.co/kGbvinnCOi",Dundee City Council,Mon Oct 16 10:00:01 +0000 2023
"Many residents are currently struggling with rising living costs. That’s why it’s important to know what help &amp; support is available now that could benefit you, a relative, friend or neighbour. Our webpage provides links to sources of help and advice. https://t.co/Srnl63aC4p https://t.co/CocB5mhGRm",Dundee City Council,Mon Oct 30 14:00:02 +0000 2023
"@STVNews Eh-Great Ideas! :-( 

Shove yir price hike
Up yir kilt
Leave us aw alane!

You've taxed and taxed
Us tae the hilt
It's drivin' us insane

Sensible folk do drink ye ken
And pay oor taxes too!
We're no aw numpties on the bevvie
Mingin' - steamin' - foo!

#fifeswittiestpoet Hic! :) https://t.co/biWsMUuKpc",In A Flux-Part time Superhero (Janitor) and Poet!,Mon Mar 18 08:23:40 +0000 2024
"This is not true, I have many fiends and family around Manchester. When Council Tax bills arrived a few weeks ago we compared the charges, similar sized properties in Manchester area are paying approx 33% less than those in Dundee, even when you include water rates.",Bob Dow,Mon Apr 11 17:46:01 +0000 2022
"@PaulaDahl3 @nats_tired @wise72 It isn't in Dundee,our greedy council charge far too high taxes,that's why all the shops are closed,🤬🤬",densderry,Thu Jul 11 21:03:14 +0000 2024
"@pamcgoo @AustinRSheridan Our swimming pool was publicly funded, Carnegie donated the libraries, people pays subscriptions and fees for leisure centres, golf club memberships and fees are expensive. We used to burn rubbish ourselves.
We don't have money left after paying Council tax.",Andrew,Fri Jul 12 22:23:03 +0000 2024
"@andoniAmu @Snewsma @Hamill2086John That is just income tax. There are many more taxes to add.  Corporation/ business taxes, land taxes, VAT... the list is endless and  taxation is very complicated.

We are back to the London Stock Exchange Energy Tesearch report in January again. https://t.co/vzEcpHot28",BengalBrian #BriansForIndy🏴󠁧󠁢󠁳󠁣󠁴󠁿,Wed Jul 10 18:16:08 +0000 2024
"There will be valid reasons why ScotGov’s paying council tax and TV licences for some properties. Others require further explanation, yet none forthcoming … https://t.co/YNwh96b335",Aviemore,Thu Aug 10 09:09:53 +0000 2023
"Mortgage 
Council tax 
Water
Gas/electric 
TV Licence 
Phone / Broadband 
Groceries 

If she's got any left over she treats herself to a top in the sale.",Hannah O'Hanrahahanrahan,Thu Feb 13 17:01:55 +0000 2020
"1. Lets break it down using me as a single person living alone,  Hypothetically earning £10 an hour, which is more than min wage.
Monthly outgoings: Rent 650. Gas/Elec 80. C/Tax 160.
Water 51. tv licence 13.37. phone/broadband 40. Total 994.37.",Sandy,Sun May 01 10:06:07 +0000 2022
#counciltax rent and council tax should be frozen during this period end of and as for tv licence they can go suck a fuck as i dont use any bbc channels,Adam Middleton,Thu Apr 02 07:19:35 +0000 2020
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023
"Petrol 
Edible oil 
Gas
Liquor 
RTC charges 
Power charges 
Bathroom tax 
Building tax
Electricity charges
Vegetablespulses and dala.

Iyanni kuda adagandi anna",Tweeting from UG.,Mon Sep 20 16:41:22 +0000 2021
"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023
"So far
Council tax up £30.00 a month
Electricity up 50% and rising
Petrol  - Yikes and rising
Domestic oil - 3 X the price and rising
Food/consumables - big rise
Water rates - up
Insurances - up

Income - Unchanged https://t.co/Yzghoe3h2g",sue#NHSLove💙💙💙#FBNHS #GeneralElectionNow,Mon Mar 14 11:23:36 +0000 2022
"Rent - £1500
Council tax - £150
All Utilities - £350 (3rd party means energy/water usage will go up)
Wifi/Netflix/Prime - £70
Actual Cost of Renting - £2,070

3rd party pays £800, owner of house pays £1,270",Dave,Fri Feb 09 09:37:19 +0000 2024
"TV Licensing seems to prefers prosecuting people to helping them

A single mother from Middlesbrough on benefits, says she didn't realise her TV licence had expired

Sept 5: Doorstep interview. Sets up a new payment plan
Sept 25: Prosecution starts
Oct 10: Convicted and fined https://t.co/3TtioVMV2d",Tristan Kirk,Thu Oct 26 19:43:16 +0000 2023
"TWO more vulnerable women prosecuted for non-payment of her TV license fee. One woman w/mental health issues, another a mum w/four children on Universal Credit + struggling to pay existing debts, paying a fine means not feeding her kids.

Thanks to Tristan for reporting these ⬇️",David Challen,Mon Nov 13 11:04:07 +0000 2023
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
"Bills going up in April:

1. Phone and broadband costs
2. Water bills get more expensive
3. Council tax rises
4. TV, car and dental fees rise

- BBC",Dr Dípò Awójídé,Sat Mar 30 11:24:35 +0000 2024
"Morning @RishiSunak,

Can you ask @BBC why it is sending @tvlicensing to knock on our doors during a fucking Pandemic? 
People don’t have food to eat or enough for gas &amp; electric but yeah buying a TV license must be our priority...
It makes sense! 

@AndyBurnhamGM 
#EndPovertyNow",💙Catherine A Higgins (Kamara-Taylor),Wed Oct 28 12:12:57 +0000 2020
Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021
"There are certain things that should be paid first each month - rent or mortgage and then council tax

Your water cannot be cut off legally - so offer £1 per month if you cannot afford more, same with other bills such as credit cards, loans etc - it's legal to do this if you are",All tories out-blue/red & yellow,Mon Sep 06 12:59:43 +0000 2021
"Just a reminder the party concerned about people being fined for not paying the TV license
Is the same party
That cancelled OAP’s free TV’s
Failed to protect the Triple lock on pensions
And cancelled the £20.00 up lift on UC
Wrote off £4.3 billion Fraudulent Coronavirus claims",Maurice Mudd #GTTO tick #PR #FBPE,Tue Jan 18 22:32:00 +0000 2022
so.....I work my bollox off 37-48hrs a week......pay income tax and NI....mortgage or rent....council tax....fuel and energy bills....food shopping....broadband....phone bill.....and the illiegals are going to get £1600 for doing fk all? - wtaf is going on?,NC,Wed Apr 03 16:25:08 +0000 2024
"@Elizabe13014545 Only those on pension credits receive  that much.
Those of us who do not are worse off. Our council tax takes half my pension and we are not entitled to a discount on that or anything else.  We also have to pay for a TV license. 
We receive £5 a month too much to apply for it.",Atrebor,Tue Mar 28 09:29:00 +0000 2023
"Correct my electricity alone will be £8944 a year,so £66 aweek for gas,council tax,TV licence,food,pet food,cleaning materials water, even toilet roll,the government are giving me an extra £1,300 to help this year,that's £25 a week to pay for  everything,what am I supposed to do?",Jenni smith ✊️⚘️🦇 🥷🇬🇧 🌸🌞🇪🇺🕊🐾,Sun Aug 14 08:15:37 +0000 2022
"Student 😂

Rent 368 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : Bike (school and work)
Wifi/mobile date : £25
Groceries : £60
Clothing : £ 100 every 3 months 
Entertainment: prime £5 and Netflix #1,200",Heritage,Mon Jul 17 15:55:31 +0000 2023
"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024
"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023
"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019
"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023
"Their windfall tax has so far paid for everything anyone could ever want ever.

I'm waiting until they say it will turn water into wine before they get my vote.",Harry in North Essex,Tue Feb 21 08:11:24 +0000 2023
"I very much agree with this and would go further - I'd like my energy to be municipal, so I pay for it with my council tax bill as I do for water.  Broadband, too.",Auntie Syzygy,Wed Mar 27 09:23:01 +0000 2024
"Honestly.

You have to afford:
- rent/mortgage
- council/state tax
- home/contents, boiler &amp; pipes insurance 
- energy bills
- water bills
- any television licence/TV costs 
- furniture (bed, desk/chair, dining table &amp; chairs, couch, bedside tables, kitchen appliances",IJ | mwen pa sòt online,Sat Apr 01 11:22:16 +0000 2023
"London 

Rent £800
Council Tax inc
Energy £35 
Water inc
TV license NA
Transportation £150
Wifi/mobile date Wi-Fi inc/ mobile data £60
Groceries £200
Clothing  £100
Entertainment £500",Magnificient Daddy PhD,Mon Jul 17 20:12:55 +0000 2023
"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023
"Bills I have to settle by next week

Rent - 8,000
KPLC Token - 1000
WiFi - 0
Child support/fees -N/A
Water -0
Gas- 1300 
Black Tax - aai
Sacco - N/A
Loans -0
Mum's shopping - N/A
My shopping -6K",Eldoret Icon🇰🇪,Wed Nov 01 04:57:05 +0000 2023
"TWO more vulnerable women prosecuted for non-payment of her TV license fee. One woman w/mental health issues, another a mum w/four children on Universal Credit + struggling to pay existing debts, paying a fine means not feeding her kids.

Thanks to Tristan for reporting these ⬇️",David Challen,Mon Nov 13 11:04:07 +0000 2023
"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023
"Energy Bills
Council Tax
National Insurance
Stamps
Water Bills
Broadband Charges
The Weekly Shop

All are rising and we are seeing an out of touch government simply failing to support households adequately in this cost of living crisis

#AprilCruelDay https://t.co/HEdoVl42Wg",Vince Maple #ProudToBeMedway,Fri Apr 01 07:14:26 +0000 2022
"Rent/Mortgage
Gas
Electric
Water 
Council Tax
Home insurance
Depending on where you live service charge 
TV Licence 
Broadband &amp; Phone 
That’s all before you factor in:
Mobile phone 
Food
Car payments 
Repairs and maintenance 
Travel 
Savings  
Gym membership 
🤮🤮🤮🤮",ASHLEIGH LOUISE,Fri Oct 25 12:08:26 +0000 2019
"The TV license letters are banter

Apparently enforcement officers have been instructed to come to my new house and I may be prosecuted for not having a TV license. This is for my new house that I don’t live in, don’t have a TV in, nor does the house have electric 😂😂😂",Shaughna Phillips,Tue Aug 30 13:07:46 +0000 2022
"Under @NadineDorries plans, 
the average household will save approx £8 a year on their TV license

When the energy cap is lifted,
the average household bill will rise £700+ a year. 

Spare us your fake concern about bailiffs knocking on our doors for non payment of tv license",Boy Found Sound,Mon Jan 17 16:37:02 +0000 2022
"There are certain things that should be paid first each month - rent or mortgage and then council tax

Your water cannot be cut off legally - so offer £1 per month if you cannot afford more, same with other bills such as credit cards, loans etc - it's legal to do this if you are",All tories out-blue/red & yellow,Mon Sep 06 12:59:43 +0000 2021
"@KolaBilewu @NIUKCommunity I stay in Chelmsford. Essex
I believe 3 bedroom apartment 
/house Rent is from £2000 to £2500 per month 
Coucil tax is £185 per month
Energy is £250 
Water is £75
Tv license is £24
Wifi (virgin media ) is £95 
Groceries is £200
Entertainment is £150
Transport to London 150",JB_19,Mon Jul 17 10:01:13 +0000 2023
