,text,username,timestamp,Unnamed: 0
90,"@NIUKCommunity Location: Leicester 

Rent : £650
Council Tax : £150
Energy : £150
Water : £40
TV license : £0
Transportation : £700 (i travel a lot)
Wifi/mobile data : £30
Groceries : £200
Clothing : £100
Entertainment: £100 (i no de comot)

Total: £2120",Idamu twittar,Sun Jul 16 11:15:13 +0000 2023,
91,"London 

Rent £800
Council Tax inc
Energy £35 
Water inc
TV license NA
Transportation £150
Wifi/mobile date Wi-Fi inc/ mobile data £60
Groceries £200
Clothing  £100
Entertainment £500",Magnificient Daddy PhD,Mon Jul 17 20:12:55 +0000 2023,
92,"@NIUKCommunity London 

Rent £650
Council Tax inc
Energy £10 a month for summer 
Water inc
TV license NA
Transportation £120
Wifi/mobile date Wi-Fi inc/ mobile data £9
Groceries £150
Clothing once in 3 or 5month £250
Entertainment £100",January 26 ❤️,Mon Jul 17 18:03:55 +0000 2023,
93,"London In Jesus Name:

Rent £1500 (2bd)
Council Tax (£150)
Energy (£100)
Water (£100)
TV license (£90)
Transportation (£90)
Wifi/mobile date (£90)
Groceries (£100)
Clothing (£50)
Entertainment (£100)

Don’t say anything, just RT and move… “ape mo’ra eni la n pe temidire”",Digital Marketing Analyst | DataFestAfrica2024,Mon Jul 17 15:57:02 +0000 2023,
94,"@KolaBilewu @NIUKCommunity I stay in Chelmsford. Essex
I believe 3 bedroom apartment 
/house Rent is from £2000 to £2500 per month 
Coucil tax is £185 per month
Energy is £250 
Water is £75
Tv license is £24
Wifi (virgin media ) is £95 
Groceries is £200
Entertainment is £150
Transport to London 150",JB_19,Mon Jul 17 10:01:13 +0000 2023,
95,"@NIUKCommunity @KaptainObiwan Streatham, London.
Rent: £1500
Council Tax: £145
Energy: £250
Water: £21
TV License: N/A
Transport: £300 (myself &amp; Spouse)
Wi-Fi/Mobile: £100 (myself &amp; Spouse)
Groceries: £450-£500
Clothing: £500 (for when we want shop)
Entertainment: £100 (for when we eat out).",Ada,Mon Jul 17 09:02:44 +0000 2023,
96,"Rent :- £800  PCM all inclusive (S.E london)
Council Tax N/A
Energy N/A
Water N/A
TV license £150 (annual) 
Transportation less than £150 fuel 
Wifi/mobile:  £25 unlimited everything with 3 (I own my phone outright) 

Groceries £25 
Clothing:- less £500py
Charity £10pm (shelter)",The Bricklayers Son 🧘🏾‍♂️🌳,Sun Jul 16 23:28:37 +0000 2023,
97,"London:

Rent: £0
Council Tax: £0
Energy: £0
Water: £0
TV license£ 0
Transportation: £0
Wifi/mobile date: £0
Groceries: £0
Clothing: £0
Entertainment: £

Thank God for God and my sugar mummy &gt;&gt;&gt;&gt;&gt;&gt;",Bishop of the Diocese of Oyo,Sun Jul 16 19:30:16 +0000 2023,
98,"London- Monthly expense
Rent - 1,800 2bedroom flat
Council Tax - £150
Energy -£60
Water -£60
TV license - £15
Transportation - £125
Wifi/mobile date -£60
Groceries -£250
Clothing - £50
Entertainment-
Road tax- £32
Parking tax-£25
Car finance - £150
£2,777",Ladyinred,Sun Jul 16 17:53:34 +0000 2023,
99,"@NIUKCommunity London

Council Tax : £Haaa!😩
Energy :£Haa(always outside)
Water  :£Haa(always outside)
TV license :£Ha(no time to watch tv)
Transportation :£Haaa! 
Wifi/mobile date :£Haa(unlimited)
Groceries :£hanhan 
Clothing :£Ha 
Entertainment :£Ew!
Rent: £Haaàaaa!!!😭😭😭
Total=£🤕🤕🤕🤕",YemiMyLover,Sun Jul 16 11:39:26 +0000 2023,
100,"Greenwich Peninsula, London

Rent: £2800 [2BR, 2T]
Council Tax: £185
Energy: £70
Heating: £35
Water: £30
TV license: £15
Transportation: £120
Wifi/mobile date: £21 / £31
Groceries: £150
Entertainment: £100 max",UGO 🇬🇧,Sun Jul 16 11:33:16 +0000 2023,
101,"@NIUKCommunity 3 bed Loughborough 

Rent -1000
Council Tax - 122
Energy - 250
Water -40
TV license - 23
Transportation - 150 (big family)
Wifi/mobile date - 28
Groceries - 350
Clothing - 100
Entertainment - 100",It is WELL,Sun Jul 16 08:54:38 +0000 2023,
102,"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023,
103,"@NIUKCommunity Manchester 

Rent -450(shared)
Council Tax (inclusive
Energy (inclusive 
Water  ( inclusive 
TV license  (none
Transportation ( 80 bus pass per month
Wifi/mobile date  (30p per month 
Groceries 60 
Clothing  once in 6months 
Entertainment none",mhzponesh,Mon Jul 17 07:52:55 +0000 2023,
104,"@NIUKCommunity Oldham, Manchester
Rent - 2Bed £675 
Council Tax - £111
Energy - £180 - £200
Water - £22
TV license - £0
Transportation - £80(monthly bus pass)
Wifi/mobile date - £48(Broadband + 2 Mobile)
Groceries - £100 
Clothing - I never start
Entertainment - £38 per year (PS plus Sub)",Wale Blvck,Mon Jul 17 07:43:02 +0000 2023,
105,"@NIUKCommunity Stockport, Manchester 

Bachelor

Rent: £900 (2 bd)
Council Tax: £124
Energy: (Gas &amp; Electric)£200
Water: none
TV license: £13.25
Transportation: £200
Wifi/mobile data: £55
Groceries: £200
Clothing: open
Entertainment: (Apple TV+, Netflix, Prime, Cinema): £70

Total: £1762.25",Eghosa,Sun Jul 16 13:08:26 +0000 2023,
106,"Rent £800 (1 bed)
Council Tax £83
Energy £86 (Summer); £150 (Winter)
Water £38
TV license NA
Transportation £50 (bus)
Wifi/mobile date £19 (mobile); £36 (Wi-Fi)
Groceries £400
Clothing £200
Entertainment £200  

Location is Manchester",Oluwadamilola ❤️❤️,Sun Jul 16 10:32:13 +0000 2023,
107,"Middlesbrough

Rent: 550
Council Tax: 0
Energy: 60
Water: 29.50
TV license: 13
Transportation: Work from home
Wifi/mobile data/ Phone : 121
Groceries: depends (100 - 200)
Clothing: I don't buy monthly 
Entertainment/ Eat out: 70
Miscellaneous : 50",Olons,Mon Jul 17 12:21:06 +0000 2023,
108,"@NIUKCommunity Middlesbrough
Rent 2bed...... 550
Council tax.....125
Energy/Gas......100
Water.....paid 156 for 6months
TV license ......N/A
Transportation..........70
Wifi/mobile....... 60
Groceries ....... 150
Clothing...... At interval
Entertainment...... N/A",Layor,Sun Jul 16 14:45:49 +0000 2023,
109,"@NIUKCommunity Northampton 
Rent 675
Council Tax 165
Energy 100
Water 30
TV license 15
Transportation 150
Wifi/mobile date 70
Groceries 200
Clothing 200/250 quarterly 
Entertainment wetin consign me
Car insurance 200",BABZZ🕙,Sun Jul 16 22:33:07 +0000 2023,
110,"@NIUKCommunity Northampton 

Rent  £850 (2bed flat) city centre
Council Tax  137
Energy 100 each
Water £80 quarterly
TV license 0
Transportation 0
Wifi/mobile date £35
Groceries £100-£250
Clothing £200 maybe twice a year
Entertainment £30 (apple music, amazon prime)

£1330- £1680",Pheyi,Sun Jul 16 12:30:23 +0000 2023,
111,"@NIUKCommunity Northampton 

Rent £678 2bed
Council Tax  £160
Energy £117
Water £44
TV license nil
Transportation £50
Wifi/mobile date £45
Groceries £200
Clothing not a monthly thing 
Entertainment £0",TemiT O,Sun Jul 16 09:51:11 +0000 2023,
112,"@NIUKCommunity Dunfermline (Scotland)
Rent : £825 ( 3bd terrace)
Council Tax : 150(water bill included- Band C)
Energy : £120
TV license : £15
Transportation: £100(Family of 5)
Wifi/mobile data: £40
Groceries: £300
Clothing : £100
Entertainment: £100
Total= £1750",Bimpxie,Mon Jul 17 06:01:25 +0000 2023,
113,"@Omoiyaoluko @NIUKCommunity Edinburgh  Scotland

Rent      £1,000 (2bedroom, city centre)
Council Tax £170
Energy £220 (Gas and Electricity)
Water (part of council tax)
TV license £36
Transportation £60
Wifi/mobile date £22
Groceries £300
Clothing nil
Entertainment (no outings)
Misc: 150
Total: £1,958",Miorbhail Gràs,Mon Jul 17 04:01:08 +0000 2023,
114,"@NIUKCommunity Edinburgh, Scotland 

Rent £1,100 (2bed flat)
Council Tax £209
Energy £126
Water N/A
TV license N/A
Transportation £80 (fuel) + 68 (Insurance)
Wifi /mobile date £35 + £12 + £15
Groceries £250
Clothing - No idea 
Entertainment - Na big men dy get entertainment",Mr Timmy,Mon Jul 17 01:34:16 +0000 2023,
115,"@NIUKCommunity Paisley Scotland 

Rent = 700
Council Tax = 120
Energy =120
Water =0
TV license =25
Transportation = 130
Wifi/mobile date =110
Groceries = 350 (Family of 3)
Clothing N/A
Entertainment= N/A",Uduak,Sun Jul 16 19:35:32 +0000 2023,
116,"@NIUKCommunity 2 bed Motherwell, Scotland 

Rent -500
Council Tax - 
Energy - 80
Water -free
TV license - N/A
Transportation - 120 fuel for car
Wifi/mobile date - 45
Groceries - 200
Clothing - no budget o
Entertainment - as the spirit leads",🧘Mobolaji,Sun Jul 16 11:29:14 +0000 2023,
117,"Sheffield
Rent - 2Bed £600
Council Tax -£150
Energy - £130
Water - £30
TV license - £20
Transportation - £135
Wifi &amp; mobile date - £50
Groceries and feeding - £300
Clothing - £100
Entertainment - £50
Total - £1565",God's Word came to pass,Mon Jul 17 13:07:14 +0000 2023,
118,"@Zubairthedream Dey play

Rent— £7,345
Council Tax — £976
Energy— £4300
Water— £2576
TV license -0
Transportation- £9000
Wifi/mobile date— £700
Groceries— £4500
Clothing —£13,500
Entertainment — £300

Location: Sheffield",CyberTechBro,Mon Jul 17 10:54:32 +0000 2023,
119,"@NIUKCommunity Sheffield 
Rent £765 (3 bed) 10 min drive to city Centre
Council Tax £160
Energy &amp; Gas £140
Water £41
TV license £13
Fuel £200 
Wifi/mobile date £45
Groceries £300
Entertainment £100",Ømotâyo ÃbdûL,Sun Jul 16 10:28:35 +0000 2023,
120,"Walsall

Rent. 575
Council Tax   140
Energy  100 to 240 depending on season
Water 12
TV license      I no dey watch tv
Transportation 100 to 200
Wifi/mobile date 40
Groceries       200
Clothing          lol
Entertainment lol
PS: flat with family",MAYOR OF THE SOUTH WEST,Mon Jul 17 21:19:43 +0000 2023,
121,"@NIUKCommunity Walsall
Rent 900
Council Tax 0
Energy 200
Water 35
TV license 0
Transportation 200 (including Uber during rainy days and Sunday mornings)
Wifi/mobile date 60
Groceries / food 450
Clothing 50
Entertainment 60
Child Minding 500",Ademola Abdul Mr.,Sun Jul 16 14:06:15 +0000 2023,
122,"@NIUKCommunity City of Westminster

Rent = £1350 (1 room En-Suite)
Council Tax = All inclusive
Energy = Inclusive 
Water = Inclusive
TV license = No telly
Transportation = £130
Wifi/mobile date = £100 (Mobile Contract)
Groceries = £80 - £100
Clothing = As the spirit leads 
Entertainment = £60",Kenneth Osita,Sun Jul 16 19:14:03 +0000 2023,
123,"@NIUKCommunity Wolverhampton 
Rent - £860 ( 2 bed)
Council tax - £146 monthly 
Energy - £45-£50 monthly 
Water - £0
Tv license - £0
Transportation - £198(fuel, ins., tax) 
Wifi - £0
Groceries - £200
Clothing - It depends 
Entertainment - na God hand e dey",Uthman 🇳🇬🇬🇧,Sun Jul 16 14:28:50 +0000 2023,
124,"Bolton

Rent: 400 (All bills)
Council Tax: 0
Energy: 0
Water: 0
TV license: 0
Transportation: £30 (I dey trek die)
Wifi/mobile date: £50
Groceries: £60
Clothing: 0 (I carry cloth come UK)
Entertainment: 0 (You will drink juice from the groceries)

Total: £540",oluwafemi,Sun Jul 16 20:10:00 +0000 2023,
125,"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023,
126,"Rent: £400
Council Tax: £100
Energy: Free
Water: £30
TV license: No TV
Transportation: £200
Wifi/mobile date: £40
Groceries: 120
Clothing: £40
Entertainment: £4,000
Wucuup: £6,000

Total: £10,930

Someone help me, I don’t know what I’m doing wrong",LGL,Sun Jul 16 13:04:17 +0000 2023,
127,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2023)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £100
Water £40
TV license £15
Transportation £150
Wifi/mobile date £60
Groceries £300
Clothing £300
Entertainment £200

Total £1975",SK 🇬🇧🇬🇧,Sat Jul 15 17:19:11 +0000 2023,
128,"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023,
129,"Glasgow 

Rent 2bedroom £750
Council tax £177
Energy and water bills £143
TV license £15
Transportation £100
WiFi+mobile data £30
Groceries (family of 4) £350
Clothing £100
Entertainment £80
Black tax £500",Kunle,Sun Jul 16 20:38:58 +0000 2023,
130,"Rent: £400
Council Tax: Not paying for now
Energy: inclusive in rent
Water: inclusive in rent
TV license: Don't need it
Transportation: £70
Wifi/mobile date: inclusive in rent
Groceries: £100
Clothing: Buy as u go( not budgeted)
Entertainment: what's that??",Jerome,Mon Jul 17 12:01:36 +0000 2023,
131,"Location: Iyana Borough  

Rent £550
Council Tax £160
Energy &amp; Gas £140
Water £41
TV license £13
Fuel £200 
Wifi/mobile date £45
Groceries £300
Entertainment £100",smug,Sun Jul 16 11:27:21 +0000 2023,
132,"As e dey hot here

Rent - £600
Council Tax - £135
Energy -£100
Water -£38
TV license - £24
Transportation -£80
Wifi/mobile date -£32
Groceries - Depends on how much u eat; usually (£100)
Clothing - depends on taste
Entertainment- depends on how much you like being entertained",🇬🇧The Mayor of Ibadan🇳🇬,Mon Jul 17 12:31:09 +0000 2023,
133,"Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile 
Groceries 
Clothing 
Car insurance 
Car Finance 
Black tax 

If she can’t do 50/50, she’s not ready to support her man. 

Nigerian men also need a support system. 

Bills dey choke.",🎙OLUOMO OF DERBY 🇳🇬 🇬🇧,Mon Jan 22 16:31:54 +0000 2024,
134,"Average monthly bills for a bachelor in the UK (location Birmingham)

House rent £500 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £70
Water £40
TV license £15
Transportation £110
Wifi £25
Mobile data £20
Groceries £200
Clothing £300
Miscellaneous £100

Total £1490",SK 🇬🇧🇬🇧,Wed Jun 22 22:34:58 +0000 2022,
135,"Rent : God provides(mat 6:25-28) 
Council Tax : Matt 22:20-22
Energy: Phil 2:12-13(msg)
Water -John 4:14
TV license: flex  
Transportation : na God o
Wifi/mobile date : vibes 
Groceries : Phil 4:19
Clothing : unlimited
Entertainment:unlimited",Queen Pope (•͡.̮~͡),Sun Jul 16 20:46:13 +0000 2023,
136,"Nigerians in the UK. 

What is the average monthly bills in your city? 

Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile date 
Groceries 
Clothing 
Entertainment",Nigerians in the UK 🇳🇬🇬🇧,Sun Jul 16 08:50:04 +0000 2023,
137,"Greenwich Peninsula, London

Rent: £2800 [2BR, 2T]
Council Tax: £185
Energy: £70
Heating: £35
Water: £30
TV license: £15
Transportation: £120
Wifi/mobile date: £21 / £31
Groceries: £150
Entertainment: £100 max",UGO 🇬🇧,Sun Jul 16 11:33:16 +0000 2023,
138,"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023,
139,"Bills I have to settle by next week🤦🤦

Rent - 6500
KPLC Token - its free 
WiFi - 2000
Child support/fees -N/A
Water - free
Black Tax - black tax ni ndoe
Sacco - N/A
Loans -1000
Mum's shopping - ako na bwana 
My shopping -10,000

Total - Ksh 19,500  simple life 💜

You?",Wambui Murindo,Mon Jan 29 15:13:01 +0000 2024,
140,"THIS IS MY MONTHLY EXPENSES IN LAGOS

RENT: ₦500
Council tax: ₦5
Energy: ₦15 
Water: ₦1
Transportation: ₦25
TV license: FREE, JUST NTA 
Wi-Fi and Data: ₦20 
Groceries and African food: ₦200
Clothing: ₦45
Entertainment: ₦2
Eat out: ₦4

UK PEOPLE, LET US BREATHE.",𝓐𝓚….𝓐𝓿𝓽𝓸𝓶𝓪𝓽 𝓚𝓪𝓵𝓪𝓼𝓱𝓷𝓲𝓴𝓸𝓿𝓪,Sun Jul 16 18:48:37 +0000 2023,
141,"London In Jesus Name:

Rent £1500 (2bd)
Council Tax (£150)
Energy (£100)
Water (£100)
TV license (£90)
Transportation (£90)
Wifi/mobile date (£90)
Groceries (£100)
Clothing (£50)
Entertainment (£100)

Don’t say anything, just RT and move… “ape mo’ra eni la n pe temidire”",Digital Marketing Analyst | DataFestAfrica2024,Mon Jul 17 15:57:02 +0000 2023,
142,"Rent - 495
Council Tax - 0 
Energy - 0
Water - 0
TV license - 0 
Transportation - 61
Wifi/mobile date - 10
Groceries - 60
Clothing - 100
Entertainment - 50",Blackhole,Mon Jul 17 21:13:53 +0000 2023,
143,"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023,
144,"UPDATED: Average monthly bills for a bachelor in the UK (Birmingham July 2024)

Rent £700 (1 bed apartment)
Council Tax £110
Energy (gas/electric) £150
Water £40
TV license £15
Transportation £150
Wifi/mobile date £80
Groceries £300
Clothing £300
Entertainment £200

Total £2045",SK 🇬🇧🇬🇧,Sat Jul 06 09:31:56 +0000 2024,
145,"Rent 
Council Tax 
Energy 
Water 
TV license 
Transportation 
Wifi/mobile 
Groceries 
Clothing 
Car insurance 
Car Finance 
Black tax 

If she can’t do 50/50, she’s not ready to support her man. 

Nigerian men also need a support system. 

Bills dey choke.",🎙OLUOMO OF DERBY 🇳🇬 🇬🇧,Mon Jan 22 16:31:54 +0000 2024,
146,"Ghanaians in UK, what are the average monthly bills in your city?

Rent: £
Council Tax: £
Energy: £
Water: £
TV license: £
Transport: £
Wifi/data: £
Groceries: £
Clothing: £
Entertainment: £

https://t.co/uzD0BvLNXv",CediRates,Sun Aug 06 09:48:14 +0000 2023,
147,"Rent - £990(Salford Quay)
Council Tax 
Energy - inclusive 
Water - inclusive
TV license - inclusive
Transportation - £50
Wifi/mobile date - £12
Groceries -£100
Clothing - £50(klarna spread)
Entertainment - £100",Peraisakop DaddyCoco,Thu Jul 20 10:41:38 +0000 2023,
148,"Luton (Student )

Rent £550 (Bill inclusive )
Council Tax NA
Energy NA
Water NA
TV license NA
Transportation : £80 (to Work only)
Wifi/mobile data: £10
Groceries : £50
Clothing : £ 100 every 3 months 
Entertainment: prime £5",Educated Sallaf🌛,Tue Jul 18 11:22:45 +0000 2023,
