,text,username,timestamp,Unnamed: 0
2918,@bbcquestiontime Decriminalise the non-payment of TV licences and council tax - About 100 people go to prison every year because they owe council tax. Those sent to prison for council tax debt are very seldom offered the opportunity to challenge the magistrates’ decision to impose custody.,Baron Andy of Sealand,Fri Jul 12 09:48:09 +0000 2024,1148.0
2919,Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021,1149.0
2920,"@NIUKCommunity Bolton

Rent £695 2bed house
Council Tax £108
Road tax £3
Energy £106
Water £24
TV license £13
Transportation £90 (Car fueling)
Wifi/mobile data £47
Groceries £150
Clothing (the ones we have still dey ok)
Entertainment £50

Total: £1286",20-10-2020... #Lekkitollgatemassacre,Sun Jul 16 19:40:07 +0000 2023,1150.0
2921,"Welcome to the UK where peasants not only pay to watch their own TV'S, but also pay the energy companies up to &amp; over £1 per day for ABSOLUTELY NOTHING, it's called a standing charge, or highway robbery and their gov't allows it. #CostOfLiving
@UKLabour
https://t.co/iPXTh9YEt6 https://t.co/HmQVMPzRfD",Euen Herbert #Windrush #ToriesOut #FBPE,Fri May 24 07:18:32 +0000 2024,1151.0
2922,"I thought someone was joking but there's actually an income tax on electricity bill, sales tax, extra tax and further tax
What is this circus? https://t.co/3fP3u68Ag4",Nadia,Mon Aug 28 14:33:17 +0000 2023,1152.0
2923,"Bills I have to settle by next week🤦🤦

Rent - 6500
KPLC Token - its free 
WiFi - 2000
Child support/fees -N/A
Water - free
Black Tax - black tax ni ndoe
Sacco - N/A
Loans -1000
Mum's shopping - ako na bwana 
My shopping -10,000

Total - Ksh 19,500  simple life 💜

You?",Wambui Murindo,Mon Jan 29 15:13:01 +0000 2024,1153.0
2924,"In the 80s and 90s,

It was mandatory for every household to:

- Pay TV tax

- Pay Radio tax

- Pay chicken &amp; cows tax

- Pay crop &amp; trees tax

- Pay bicycle tax

- Pay birth tax

- Pay funeral tax

- Pay ruling party (KANU) membership tax

We've come from far.

#BetterTogether",Eric,Tue Jun 06 10:30:33 +0000 2023,1154.0
2925,"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023,1155.0
2926,"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019,1156.0
2927,"What is the average monthly bills in your city? 
Bristol 

Rent £700
Council Tax (NIL)
Energy NIL
Water NIL
TV license NIL
Transportation £150-200
Wifi/mobile date £20
Groceries £50-100
Clothing (depending on the month)
Baddies £100-200
Entertainment £50
Black Tax £200-300",AKIN’s 🇬🇧 🇳🇬,Mon Jul 17 13:31:03 +0000 2023,1157.0
2928,"List of bills I need to settle Before the 5th of Feb:  

- Rent: R6000
- Electricity: R900
- Groceries: R2000
- Wifi allowance  R3000
- Child support: R3000
- Wife allowance: R2000
- Back tax: R500
- Stocvfela: R1000
- Mum's shopping: R1000
- My shopping is R500 after five months",BYRON,Thu Feb 01 05:09:06 +0000 2024,1158.0
2929,Bought my Laptop. Paid the tax. Paid for Netflix. Paid for Internet connection. Paid the Vat on that too. I also pay for my electricity. Pay the VAT on that too. They think I will pay Tubridy wage too???? Never. I have paid for what I watch already. No interest in fair City ta.,Mal-Paull,Mon Aug 05 09:52:53 +0000 2019,1159.0
2930,"Honestly.

You have to afford:
- rent/mortgage
- council/state tax
- home/contents, boiler &amp; pipes insurance 
- energy bills
- water bills
- any television licence/TV costs 
- furniture (bed, desk/chair, dining table &amp; chairs, couch, bedside tables, kitchen appliances",IJ | mwen pa sòt online,Sat Apr 01 11:22:16 +0000 2023,1160.0
2931,"Inheritance tax
Council tax
Water rates
Sanitary towels
Hospital parking
Permits for where you live
Car insurance (you should get at least half back if you have no claims within that year)
Congestion charge
ULEZ",💚,Mon Mar 22 12:39:48 +0000 2021,1161.0
2932,"Bills I have to settle by next week

Rent - 8,000
KPLC Token - 1000
WiFi - 0
Child support/fees -N/A
Water -0
Gas- 1300 
Black Tax - aai
Sacco - N/A
Loans -0
Mum's shopping - N/A
My shopping -6K",Eldoret Icon🇰🇪,Wed Nov 01 04:57:05 +0000 2023,1162.0
2933,"Council tax, National Insurance, Income Tax, mortgage, home insurance, Car Insurance, Gas bill, Electric bill .. shall I continue",Adz Boogie,Sat Jun 26 23:23:59 +0000 2021,1163.0
2934,"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023,1164.0
2935,"With the Solar Power Tax, Eskom is trying to do what SABC attempted with TV licenses for laptops, tablets, DStv decoders, and Netflix subscriptions.

Comrades have no shame.",Mabhalane,Mon Jul 18 15:19:09 +0000 2022,1165.0
2936,"Bills I have to settle by next week🤦🤦

Rent - N/A niko kwa lion
KPLC Token - Niko na solar
WiFi - N/A
Child support/fees -N/A
Water - Iko River Yala
Black Tax - black tax tang'o?
Sacco - N/A
Loans - (-100) Tottie
Mum's shopping - N/A
My shopping - 200

Total - Ksh 100

You?",Och!eng,Mon Jan 29 15:58:26 +0000 2024,1166.0
2937,"Rent : God provides(mat 6:25-28) 
Council Tax : Matt 22:20-22
Energy: Phil 2:12-13(msg)
Water -John 4:14
TV license: flex  
Transportation : na God o
Wifi/mobile date : vibes 
Groceries : Phil 4:19
Clothing : unlimited
Entertainment:unlimited",Queen Pope (•͡.̮~͡),Sun Jul 16 20:46:13 +0000 2023,1167.0
2938,"Let's say the salary is 200k
30% tax on 100k =170k (it depends 25-30%) I heard the first 100k doesn't count. 
Monthly bills
Water board: if it's 15k then you pay K2,475 (16.5% tax)
Escom: if it's 20k then you pay K3,300 (16.5% tax) 
Tax on Groceries 💔

Open for corrections!! 🤝",Shane Kondowe,Sun Jul 02 04:59:18 +0000 2023,1168.0
2939,"Bills I have to settle by next week🤦

Rent - Free bado Niko kwa mzazi
KPLC Token - mzazi
WiFi - ya Mzazi
Child support/fees - N/A
Water - bure
Gas- Ya Mzazi
Black Tax - 0
Allowance -20,000

Total - Ksh 20,300

You ?",HE. Ja Luth,Wed Nov 01 08:51:50 +0000 2023,1169.0
2940,"* Income tax
* National Insurance contr @9% (Just another word for more tax)
* Road Tax
* Councill Tax
* TV license (Another fancy way of saying TV tax)
*Value added tax (VAT on all the food we buy 
* Student loans with interests

We are being screwed",Mohamud Salhan,Mon Sep 06 09:11:49 +0000 2021,1170.0
2941,"Things that people claiming poverty probably still pay for :
Cable/satellite TV &amp; internet 
Netflix/other premium entertainment
£40+ mobile phone contract
Sunbeds
Tattoos
Hair/nails done regular
Alcohol/fags
Costa/Starbucks
Gym
Gambling/scratchcards
Takeaways

Have i missed owt?",Berk,Thu Jan 05 12:18:41 +0000 2023,1171.0
2942,#counciltax rent and council tax should be frozen during this period end of and as for tv licence they can go suck a fuck as i dont use any bbc channels,Adam Middleton,Thu Apr 02 07:19:35 +0000 2020,1172.0
2943,"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019,1173.0
2944,"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024,1174.0
2945,"People get very animated about the TV licence but have absolutely no problem paying for car tax, insurance and nct under penalty of imprisonment.
Look at who they have enforcing it.
If you think these people have authority you have already lost.",Spudbrah,Sat Jul 13 19:15:40 +0000 2024,1175.0
2946,"I very much agree with this and would go further - I'd like my energy to be municipal, so I pay for it with my council tax bill as I do for water.  Broadband, too.",Auntie Syzygy,Wed Mar 27 09:23:01 +0000 2024,1176.0
2947,Bought my Laptop. Paid the tax. Paid for Netflix. Paid for Internet connection. Paid the Vat on that too. I also pay for my electricity. Pay the VAT on that too. They think I will pay Tubridy wage too???? Never. I have paid for what I watch already. No interest in fair City ta.,Mal-Paull,Mon Aug 05 09:52:53 +0000 2019,1177.0
2948,"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023,1178.0
2949,"Let's say the salary is 200k
30% tax on 100k =170k (it depends 25-30%) I heard the first 100k doesn't count. 
Monthly bills
Water board: if it's 15k then you pay K2,475 (16.5% tax)
Escom: if it's 20k then you pay K3,300 (16.5% tax) 
Tax on Groceries 💔

Open for corrections!! 🤝",Shane Kondowe,Sun Jul 02 04:59:18 +0000 2023,1179.0
2950,"Rent : God provides(mat 6:25-28) 
Council Tax : Matt 22:20-22
Energy: Phil 2:12-13(msg)
Water -John 4:14
TV license: flex  
Transportation : na God o
Wifi/mobile date : vibes 
Groceries : Phil 4:19
Clothing : unlimited
Entertainment:unlimited",Queen Pope (•͡.̮~͡),Sun Jul 16 20:46:13 +0000 2023,1180.0
2951,"I’m not disabled, or elderly nor do I have children to worry about, so I’m aware I am so much more fortunate than many BUT what do I not pay? Power? Mortgage? Insurances? Council tax? Water? I mean that’s where we are isn’t it?5/10
#BigPowerOff3 https://t.co/wnfTaQWL3c",Tyfanwy Prudence McPrude,Sat Apr 23 22:58:59 +0000 2022,1181.0
2952,"TWO more vulnerable women prosecuted for non-payment of her TV license fee. One woman w/mental health issues, another a mum w/four children on Universal Credit + struggling to pay existing debts, paying a fine means not feeding her kids.

Thanks to Tristan for reporting these ⬇️",David Challen,Mon Nov 13 11:04:07 +0000 2023,1182.0
2953,"Energy Bills
Council Tax
National Insurance
Stamps
Water Bills
Broadband Charges
The Weekly Shop

All are rising and we are seeing an out of touch government simply failing to support households adequately in this cost of living crisis

#AprilCruelDay https://t.co/HEdoVl42Wg",Vince Maple #ProudToBeMedway,Fri Apr 01 07:14:26 +0000 2022,1183.0
2954,"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023,1184.0
2955,"Rent/Mortgage
Gas
Electric
Water 
Council Tax
Home insurance
Depending on where you live service charge 
TV Licence 
Broadband &amp; Phone 
That’s all before you factor in:
Mobile phone 
Food
Car payments 
Repairs and maintenance 
Travel 
Savings  
Gym membership 
🤮🤮🤮🤮",ASHLEIGH LOUISE,Fri Oct 25 12:08:26 +0000 2019,1185.0
2956,"@NIUKCommunity Canterbury 
Rent=£500
Council Tax -(added in rent)
Energy (added in Rent)
Water (added in Rent)
TV license (Included in Rent)
Transportation (£80)
Wifi/mobile date (£10, wifi is inclusive in my accommodation)
Groceries (£100)
Clothing ( £50 occasionally)
Entertainment (£20)",Josh RN.,Sun Jul 16 13:53:37 +0000 2023,1186.0
2957,"This is mental. We already pay rates to local Councils. We're looking down the barrel of the 3 Waters bullshit and being taxed huge amounts on water, even tank ffs, now this? Last one turn out the lights. I won't stay.",For Pitts Sake,Wed Apr 26 05:58:09 +0000 2023,1187.0
2958,Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021,1188.0
2959,"So you don’t pay house insurance, car insurance and council rates . You don’t have electricity or gas you don’t drink alcohol you don’t buy curried egg sandwiches at the cricket and you don’t buy a pie at the football . Where do you live buddy Fawkner memorial park .",Tony Tardio,Sat Jan 20 07:40:44 +0000 2024,1189.0
2960,"Morning @RishiSunak,

Can you ask @BBC why it is sending @tvlicensing to knock on our doors during a fucking Pandemic? 
People don’t have food to eat or enough for gas &amp; electric but yeah buying a TV license must be our priority...
It makes sense! 

@AndyBurnhamGM 
#EndPovertyNow",💙Catherine A Higgins (Kamara-Taylor),Wed Oct 28 12:12:57 +0000 2020,1190.0
2961,"Bills I have to settle by next week🤦🤦

Rent - $70
Electricity - $25
Internet - $39
Gym - $25
Water - $8
Savings - $100
Pocket change - $40
Mum's shopping - $75
My shopping -  $86

Total -  $468

You?",Demetrius Remmiegius 🇰🇪,Tue Jan 30 17:19:33 +0000 2024,1191.0
2962,"Today's average price increases

Council Tax £106
Water bill £27
Broadband 7.9%
TV License £10.50
Road Tax at least £10
Stamps 10p
Standing Charge 13%

More than triple the average 'tax cut' that Hunt gave you.",BladeoftheSun,Mon Apr 01 15:29:27 +0000 2024,1192.0
2963,"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024,1193.0
2964,"Rent - £1500
Council tax - £150
All Utilities - £350 (3rd party means energy/water usage will go up)
Wifi/Netflix/Prime - £70
Actual Cost of Renting - £2,070

3rd party pays £800, owner of house pays £1,270",Dave,Fri Feb 09 09:37:19 +0000 2024,1194.0
2965,"I very much agree with this and would go further - I'd like my energy to be municipal, so I pay for it with my council tax bill as I do for water.  Broadband, too.",Auntie Syzygy,Wed Mar 27 09:23:01 +0000 2024,1195.0
2966,"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023,1196.0
2967,"Water bills up 6%
Council tax likely up 5%
Tax thresholds frozen 
But that possible 1p cut to income tax makes you rich - vote Tory 🤣🤣🤣
#ToriesOut575 #SunakOut465 #GeneralElectionNow #Sunackered #UnitedAgainstTheTories #Starmer4PM 
https://t.co/eNVzPI2VUs",dave lawrence 🐟🐟🐠,Fri Feb 02 09:06:55 +0000 2024,1197.0
2968,"@Jeremy_Hunt Brilliant news people of Bramley, you now have access to a basic human necessity that you’ve been paying through the teeth for via your taxes and water bills for the past 30+ years.

Don’t forget to vote.",chriiiisman,Wed Jul 03 17:17:13 +0000 2024,1198.0
2969,"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023,1199.0
2970,"TWO more vulnerable women prosecuted for non-payment of her TV license fee. One woman w/mental health issues, another a mum w/four children on Universal Credit + struggling to pay existing debts, paying a fine means not feeding her kids.

Thanks to Tristan for reporting these ⬇️",David Challen,Mon Nov 13 11:04:07 +0000 2023,1200.0
2971,Struggling families could be missing out on a payment worth up to £290 to help them deal with the rising cost of living and pay towards essential household bills https://t.co/0s3bJlAA7z,Plymouth Live,Wed Jul 10 16:18:58 +0000 2024,1201.0
2972,Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021,1202.0
2973,"Great news Energy £3600, council Tax £1500, water £800
A year. thankfully illegal migrants will not have to pay this
Great isn't it ! At least the pensioners will die this year from the cold and not see the country turn Islamic !",George phill,Fri Aug 26 18:33:44 +0000 2022,1203.0
2974,"There are certain things that should be paid first each month - rent or mortgage and then council tax

Your water cannot be cut off legally - so offer £1 per month if you cannot afford more, same with other bills such as credit cards, loans etc - it's legal to do this if you are",All tories out-blue/red & yellow,Mon Sep 06 12:59:43 +0000 2021,1204.0
2975,"What’re you doing 8pm tonight (Tue)?
We’re back with an important LIVE @itvMLshow special, where I’ll cover
 
- Urgent tax reclaims: if you’re married, had a PPI payout, wear a uniform or er, pay tax
 
- The Budget: What does National Insurance cut really mean, how will Child https://t.co/fsds8rOEB7",Martin Lewis,Tue Mar 12 12:30:01 +0000 2024,1205.0
2976,"@BBradley_Mans YEA, and let's tell them.
From next week:-  
TV broadband UP 7.9%. 
Council tax UP 4.9%. 
TV Licence UP £10.50  
Rent for social housing UP 6.7% 
Water on average UP 6% 
Car tax VED UP 6% 
Rail Fares UP 4.9%  
So, there you have it.  
LET'S ALL AGREE, GET THE TORY SCUM OUT.",Clainy,Fri Mar 29 14:39:13 +0000 2024,1206.0
2977,"I'm really happy I don't live in this area anymore,
Bleeding people dry

Maximum council tax increase for people across Cambridgeshire https://t.co/j0DWyjHETH","Sir Hampton Pure Blood Biggus,",Fri Feb 16 09:11:29 +0000 2024,1207.0
2978,@CSBlackett I totally agree with that statement I’m on UC aged 60 years young after paying essential bills fuel prepayment meter council tax. My water rates taken direct from UC  I have £1.80 left for food a week Just had a letter my TV licence has been cancelled,Alyson,Thu Apr 21 20:55:34 +0000 2022,1208.0
2979,"Working families in #SouthCambridgeshire struggling to make ends meet &amp; scared of cost of living crisis. Conservative MP @ab4scambs doesn't consider this an emergency and voted down tax cuts that would have helped families facing massive rises in cost of food, fuel, energy &amp; rent https://t.co/K7OpX527X4",Pippa Heylings 🔶️,Thu May 19 17:01:27 +0000 2022,1209.0
2980,"@NIUKCommunity Osapa London
Rent 1bd - £1,200
C Tax - £156
Energy - £136
Water £46
TV licence - £39 then £20 I think
Transport- £100 fuel
Wifi/Mob : £30
Groceries - £200 
Clothing - £100 
Entertainment- £200
Car insurance £85
Vehicle tax £28",Stable Genius,Sun Jul 16 10:24:50 +0000 2023,1210.0
2981,"@NIUKCommunity Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:23 +0000 2023,1211.0
2982,"🗳️ 48 hours remaining 🚨 

The local authority ballot closes on midnight on October 14th. Don’t waste this opportunity to use your voice. We’re battling rising costs of food, fuel and electric prices. Challenge it back by voting YES

 https://t.co/qJ2BTZYJM7",Unite Coventry City Council Branch,Thu Oct 13 06:59:18 +0000 2022,1212.0
2983,"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019,1213.0
2984,Bought my Laptop. Paid the tax. Paid for Netflix. Paid for Internet connection. Paid the Vat on that too. I also pay for my electricity. Pay the VAT on that too. They think I will pay Tubridy wage too???? Never. I have paid for what I watch already. No interest in fair City ta.,Mal-Paull,Mon Aug 05 09:52:53 +0000 2019,1214.0
2985,"@NIUKCommunity Coventry 

Rent - £1200 (3 bed) 
Council Tax - £110
Energy - £150 (Gas and Electric)
Water - £27
TV license - N/A
Transportation - £200 (fuel) 
Wifi/mobile date £44 (WiFi) £15 (mobile)
Groceries - £150
Clothing - £50
Entertainment - £100 

Total £2046 🥹",Kvng_fuad,Sun Jul 16 09:33:11 +0000 2023,1215.0
2986,"Rent =512
Council Tax -Nil (Exemption for now)
Energy (included in Rent)
Water (Included in Rent)
TV license (Included in Rent)
Transportation (110£)
Wifi/mobile date (15£)
Groceries (70-80)
Clothing (I have enough for now)
Entertainment (20£)",Osinachi,Sun Jul 16 10:49:12 +0000 2023,1216.0
2987,"Thames Water want £228 per month
British gas want £600 per month
Tv licence want 40+ per month
Bt want £108 per month ( I need my phone/Internet as its my life line)
2 of my children get £10 top each the months I can afford.
I support 5 people and get help with 3 of us from UC.",Lina,Sat Jul 13 10:26:57 +0000 2024,1217.0
2988,"I fact checked @BernieSpofforth's tweet that meter readers are expected to snoop on TV licence dodgers. It appears to be true. 

An employee review refers to 'You will also have to deliver debt letters to utility customers &amp; TV license letters to households without a license.' https://t.co/74L7L3AEJp",David Atherton,Fri Feb 17 08:35:53 +0000 2023,1218.0
2989,#counciltax rent and council tax should be frozen during this period end of and as for tv licence they can go suck a fuck as i dont use any bbc channels,Adam Middleton,Thu Apr 02 07:19:35 +0000 2020,1219.0
2990,"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024,1220.0
2991,"I very much agree with this and would go further - I'd like my energy to be municipal, so I pay for it with my council tax bill as I do for water.  Broadband, too.",Auntie Syzygy,Wed Mar 27 09:23:01 +0000 2024,1221.0
2992,"Birmingham:

Rent: £975
Council Tax: £180
Energy: £100
Water: £28
TV license£ 0
Transportation: £200
Wifi/mobile date: £80 (my phone plus wifi at home)
Groceries: £250
Clothing: £300-£500
Entertainment: £200",nwamaka.,Sun Jul 16 11:58:37 +0000 2023,1222.0
2993,"If you need help with the cost of food, bills and essentials, you can apply for a Household Support Fund grant, which supports households in the most need, including those who may have previously been ineligible for other types of support.  
Check the link below.👇 https://t.co/9qO5hhxceM",Coventry City Council,Tue Jul 09 10:00:41 +0000 2024,1223.0
2994,"Rent— £1,300
Council Tax — let me ask my husband 
Energy— £500
Water— £150
TV license -£0
Transportation- £0, I work from home
Wifi/mobile date— £200
Groceries— £700
Clothing —£500
Entertainment —I’m an introvert 

🌚🌚",Opeyemi Feyisike 🧣🧣,Sun Jul 16 19:07:17 +0000 2023,1224.0
2995,"Rent - £1500
Council tax - £150
All Utilities - £350 (3rd party means energy/water usage will go up)
Wifi/Netflix/Prime - £70
Actual Cost of Renting - £2,070

3rd party pays £800, owner of house pays £1,270",Dave,Fri Feb 09 09:37:19 +0000 2024,1225.0
2996,"For anyone that doesn’t believe money is important let’s crunch some numbers…for someone Staying in conventry ...UK
Nebwofuna visa ...things ain't easy every where .....

This is the CHEAPEST 2 bed house on rightmove within 10 miles of coventry center

So let’s do this for a new https://t.co/CwWed227N9",Proud Musoga💞,Wed May 01 09:05:22 +0000 2024,1226.0
2997,"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023,1227.0
2998,"Energy Bills
Council Tax
National Insurance
Stamps
Water Bills
Broadband Charges
The Weekly Shop

All are rising and we are seeing an out of touch government simply failing to support households adequately in this cost of living crisis

#AprilCruelDay https://t.co/HEdoVl42Wg",Vince Maple #ProudToBeMedway,Fri Apr 01 07:14:26 +0000 2022,1228.0
2999,"@Jeremy_Hunt Brilliant news people of Bramley, you now have access to a basic human necessity that you’ve been paying through the teeth for via your taxes and water bills for the past 30+ years.

Don’t forget to vote.",chriiiisman,Wed Jul 03 17:17:13 +0000 2024,1229.0
3000,"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023,1230.0
3001,"People get very animated about the TV licence but have absolutely no problem paying for car tax, insurance and nct under penalty of imprisonment.
Look at who they have enforcing it.
If you think these people have authority you have already lost.",Spudbrah,Sat Jul 13 19:15:40 +0000 2024,1231.0
3002,"People forget that when you rent a property it isn’t ONLY rent you have to pay for!!

Household bills:
TV licence
Gas
Electric
Water
Council Tax
Broadband
A TV package of some kind (Sky, BT or Virgin)

Then there’s food shopping which adds up quickly!!!

Then you have to think",Photographer,Sun Jan 27 12:49:44 +0000 2019,1232.0
3003,"You 2face already 
Bbc tv license fee 
It's not license fee
 it's a secret tax U worded it as license but really it's a tax 
And bbc sick takeing families 2prison who could not put food on the table 2live.
Bbc no better then post office scam and gas/electric/water sick fucks",Marcus🐦,Sun Jul 14 01:24:50 +0000 2024,1233.0
3004,"TV licence 44p per day
Electricity Standing Charge 53p per day
Gas standing charge 30p per day
Council Tax £5.65 per day

So you need to spend £6.92 per day BEFORE you heat your house, turn on the TV or lighting your home or putting bins out.

UK - you are being milked. Rinsed.",freebooting stevie,Mon Dec 04 11:59:34 +0000 2023,1234.0
3005,"Rent - £1500
Council tax - £150
All Utilities - £350 (3rd party means energy/water usage will go up)
Wifi/Netflix/Prime - £70
Actual Cost of Renting - £2,070

3rd party pays £800, owner of house pays £1,270",Dave,Fri Feb 09 09:37:19 +0000 2024,1235.0
3006,"Billingham 
Rent - £550 (3bed)
Council tax band A - £110
Electricity (Summer) - £60/mt
Gas - (Summer) £50/mt
TV license - Nil 
Internet- £30/mt
Clothing (I don't shop monthly)
Entertainment- £100/mt
Fuel £200/month
Car insurance- £120/mt
Food - £200
Total- £1,420",Aji Agbaje,Sun Jul 16 16:01:47 +0000 2023,1236.0
3007,"Energy bills, food prices, fuel, rises in National Insurance…but yeah Nadine, you pretend you’re looking after everyone by not asking to pay an extra 7p a week for the TV licence. Fucking idiot.",Paul McDonald,Mon Jan 17 17:37:42 +0000 2022,1237.0
3008,"TV Licensing seems to prefers prosecuting people to helping them

A single mother from Middlesbrough on benefits, says she didn't realise her TV licence had expired

Sept 5: Doorstep interview. Sets up a new payment plan
Sept 25: Prosecution starts
Oct 10: Convicted and fined https://t.co/3TtioVMV2d",Tristan Kirk,Thu Oct 26 19:43:16 +0000 2023,1238.0
3009,"Huntingdon 

Rent  - £400 (sharing a 2 bedroom)
Council Tax - £76
Energy -£45
Water - £31
TV license - £7
Transportation - £50
Wifi/mobile date - £37
Groceries - £100
Clothing - £150 (not every month) 
Entertainment - £100",Beejay 😎,Sun Jul 16 22:53:06 +0000 2023,1239.0
3010,"Will you be paying your bill, even if it goes up by 44%? 

Well yes, because we can’t live without essential services like water &amp; we have no choice but to pay the local water-lord their tax … sorry their bill for their water
 #wato",Paul Murphy 💚,Thu Jul 11 12:28:53 +0000 2024,1240.0
3011,"So Rees-mogg wants the ""tax"" of the television licence to go, because it is out of date; meaning he &amp; his @Conservatives colleagues never got their own way!
The start of the #CostOfLivingCrises they just froze payment for 2 years!
As always self- serving Tories!",Wildflower,Tue Mar 14 13:15:00 +0000 2023,1241.0
3012,Council tax? Water? Electric? Heating? Internet? TV license? Phones aren't £15/m btw. Belongings? Toiletries? Medications? Avocados?,Nat,Tue Mar 02 15:41:10 +0000 2021,1242.0
3013,"Morning @RishiSunak,

Can you ask @BBC why it is sending @tvlicensing to knock on our doors during a fucking Pandemic? 
People don’t have food to eat or enough for gas &amp; electric but yeah buying a TV license must be our priority...
It makes sense! 

@AndyBurnhamGM 
#EndPovertyNow",💙Catherine A Higgins (Kamara-Taylor),Wed Oct 28 12:12:57 +0000 2020,1243.0
